epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,1802.88,0.14877,0.16488,0.77951,0.99825,1,0.995,0.995,0.09509,0.15437,0.78071,0.000685709,0.000685709,0.000685709
118,1817.91,0.15037,0.1643,0.77984,0.99798,1,0.995,0.995,0.12029,0.16539,0.76355,0.000682043,0.000682043,0.000682043
119,1833.42,0.15683,0.16474,0.78036,0.99798,1,0.995,0.995,0.09357,0.13866,0.75428,0.000678377,0.000678377,0.000678377
120,1848.36,0.15085,0.16616,0.78588,0.99737,1,0.995,0.995,0.10273,0.13413,0.7508,0.00067471,0.00067471,0.00067471
121,1864.19,0.14543,0.16004,0.78129,0.9968,1,0.995,0.99473,0.09659,0.15221,0.76599,0.000671044,0.000671044,0.000671044
122,1878.96,0.14311,0.15924,0.78029,0.99731,1,0.995,0.995,0.10836,0.13734,0.74476,0.000667378,0.000667378,0.000667378
123,1894.65,0.15185,0.17259,0.78219,0.99796,1,0.995,0.995,0.08938,0.12696,0.73648,0.000663711,0.000663711,0.000663711
124,1910.09,0.14464,0.15955,0.77953,0.99838,1,0.995,0.995,0.08377,0.12082,0.73966,0.000660045,0.000660045,0.000660045
125,1925.53,0.14827,0.16385,0.77724,0.99741,1,0.995,0.995,0.09532,0.13647,0.7472,0.000656379,0.000656379,0.000656379
126,1940.67,0.15054,0.15989,0.78026,0.9979,1,0.995,0.995,0.10656,0.14393,0.75738,0.000652712,0.000652712,0.000652712
127,1955.78,0.14763,0.15951,0.78349,0.99834,1,0.995,0.995,0.08975,0.12812,0.77188,0.000649046,0.000649046,0.000649046
128,1971.14,0.14108,0.15977,0.78187,0.99788,1,0.995,0.995,0.09548,0.11823,0.78494,0.00064538,0.00064538,0.00064538
129,1986.38,0.14875,0.16151,0.78276,0.99807,1,0.995,0.995,0.09203,0.13515,0.77717,0.000641714,0.000641714,0.000641714
130,2001.8,0.15512,0.16351,0.78348,0.99792,1,0.995,0.995,0.10497,0.15871,0.78138,0.000638047,0.000638047,0.000638047
